"Name","Kind","Refs","DefFiles","FirstFile","FirstLine","AnyPartial"
"AutoNavigationStepKind","enum","6","MiniRPG.Shared\Core\World\AutoNavigationPlanner.cs","MiniRPG.Shared\Core\World\AutoNavigationPlanner.cs","6","False"
"AutoTestCaseResult","class","6","Module\AutoTestModels.cs","Module\AutoTestModels.cs","125","False"
"CharacterCustomizationPanelModule","class","6","Module\Panel\CharacterCustomizationPanelModule.cs","Module\Panel\CharacterCustomizationPanelModule.cs","15","False"
"ChromeState","class","6","Module\Panel\PanelHoverChromeService.cs","Module\Panel\PanelHoverChromeService.cs","566","False"
"ConfirmDialogModule","class","6","Module\ConfirmDialogModule.cs","Module\ConfirmDialogModule.cs","9","False"
"CropRegistry","class","6","MiniRPG.Shared\Core\Farm\CropModels.cs","MiniRPG.Shared\Core\Farm\CropModels.cs","89","False"
"DeathReportRecorder","class","6","MiniRPG.Shared\Core\Combat\DeathReportRecorder.cs","MiniRPG.Shared\Core\Combat\DeathReportRecorder.cs","29","False"
"DedicatedGameServerHostOptions","class","6","MiniRPG.Shared\Core\Multiplayer\DedicatedGameServerHost.cs","MiniRPG.Shared\Core\Multiplayer\DedicatedGameServerHost.cs","9","False"
"DigModule","class","6","MiniRPG.Shared\Core\World\DigModule.cs","MiniRPG.Shared\Core\World\DigModule.cs","7","False"
"DragDropControl","class","6","Module\Panel\InventoryGridPanelModule.cs","Module\Panel\InventoryGridPanelModule.cs","1197","True"
"ENetProtocolAcknowledge","struct","6","MiniRPG.Shared\Vendor\ENet\include\protocol.cs","MiniRPG.Shared\Vendor\ENet\include\protocol.cs","68","False"
"FarmModule","class","6","MiniRPG.Shared\Core\Farm\FarmModule.cs","MiniRPG.Shared\Core\Farm\FarmModule.cs","22","False"
"FixtureDef","class","6","MiniRPG.Shared\Core\Data\FixtureDef.cs","MiniRPG.Shared\Core\Data\FixtureDef.cs","9","False"
"GameServerConnectResult","class","6","MiniRPG.Shared\Core\Multiplayer\DedicatedGameServerHost.cs","MiniRPG.Shared\Core\Multiplayer\DedicatedGameServerHost.cs","24","False"
"GeneDominance","enum","6","MiniRPG.Shared\Core\Genetics\GeneModels.cs","MiniRPG.Shared\Core\Genetics\GeneModels.cs","14","False"
"GpuActorData","struct","6","Module\Compute\VisionGpuBuffers.cs","Module\Compute\VisionGpuBuffers.cs","12","False"
"GpuObserverData","struct","6","Module\Compute\VisionGpuBuffers.cs","Module\Compute\VisionGpuBuffers.cs","25","False"
"GrassCoverSampler","class","6","MiniRPG.Shared\Core\World\Surface\GrassCoverSampler.cs","MiniRPG.Shared\Core\World\Surface\GrassCoverSampler.cs","15","False"
"GrassSurfacePreview","class","6","App\Previews\GrassSurfacePreview.cs","App\Previews\GrassSurfacePreview.cs","28","True"
"GridDirections","class","6","MiniRPG.Shared\Core\Data\GridDirections.cs","MiniRPG.Shared\Core\Data\GridDirections.cs","6","False"
"InputResolver","class","6","MiniRPG.Shared\Core\AI\Utility\InputResolver.cs","MiniRPG.Shared\Core\AI\Utility\InputResolver.cs","14","False"
"InteractionReservation","class","6","MiniRPG.Shared\Core\Multiplayer\RoomModels.cs","MiniRPG.Shared\Core\Multiplayer\RoomModels.cs","84","False"
"InventoryToggleEquipClientCommand","record","6","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","248","False"
"ItemConditionFormatter","class","6","MiniRPG.Shared\Core\Data\ItemConditionFormatter.cs","MiniRPG.Shared\Core\Data\ItemConditionFormatter.cs","6","False"
"ItemWorldVisualEntry","class","6","Module\Render\ItemWorldRenderRegistry.cs","Module\Render\ItemWorldRenderRegistry.cs","198","False"
"KinGriefHelper","class","6","MiniRPG.Shared\Core\Demographics\KinGriefHelper.cs","MiniRPG.Shared\Core\Demographics\KinGriefHelper.cs","19","False"
"LifeStageCatalogRoot","class","6","MiniRPG.Shared\Core\Demographics\LifeStageCatalog.cs","MiniRPG.Shared\Core\Demographics\LifeStageCatalog.cs","34","False"
"LoadRecoveryDialogLogic","class","6","Module\LoadRecoveryDialogModule.cs","Module\LoadRecoveryDialogModule.cs","172","False"
"LoadRecoveryDialogModule","class","6","Module\LoadRecoveryDialogModule.cs","Module\LoadRecoveryDialogModule.cs","6","False"
"LobbyRoomEntry","class","6","MiniRPG.Shared\Core\Multiplayer\LobbyService.cs","MiniRPG.Shared\Core\Multiplayer\LobbyService.cs","478","False"
"MainAppFlowCoordinator","class","6","App\RuntimeUi\MainAppFlowCoordinator.cs","App\RuntimeUi\MainAppFlowCoordinator.cs","16","False"
"MainRuntimeComposition","class","6","App\RuntimeUi\MainRuntimeComposition.cs","App\RuntimeUi\MainRuntimeComposition.cs","10","False"
"MapEditorBarModule","class","6","Module\Editor\MapEditorBarModule.cs","Module\Editor\MapEditorBarModule.cs","9","False"
"MapEditorSession","class","6","Module\Editor\MapEditorSession.cs","Module\Editor\MapEditorSession.cs","66","False"
"Methods","class","6","MiniRPG.Shared\Core\Revival\ReviveService.cs","MiniRPG.Shared\Core\Revival\ReviveService.cs","39","False"
"MultiplayerDefaults","class","6","MiniRPG.Shared\Core\Multiplayer\RoomModels.cs","MiniRPG.Shared\Core\Multiplayer\RoomModels.cs","8","False"
"MultiplayerRoomActorOption","class","6","Module\MultiplayerRoomPanelModule.cs","Module\MultiplayerRoomPanelModule.cs","20","False"
"MultiplayerRoomPlayerOption","class","6","Module\MultiplayerRoomPanelModule.cs","Module\MultiplayerRoomPanelModule.cs","14","False"
"MultiplayerRuntimeCoordinator","class","6","App\RuntimeUi\MultiplayerRuntimeCoordinator.cs","App\RuntimeUi\MultiplayerRuntimeCoordinator.cs","13","False"
"MusicEvaluator","class","6","MiniRPG.Shared\Core\Music\MusicEvaluator.cs","MiniRPG.Shared\Core\Music\MusicEvaluator.cs","9","False"
"NeedProfileDef","class","6","MiniRPG.Shared\Core\Needs\NeedModels.cs","MiniRPG.Shared\Core\Needs\NeedModels.cs","95","False"
"NeedState","class","6","MiniRPG.Shared\Core\Needs\NeedModels.cs","MiniRPG.Shared\Core\Needs\NeedModels.cs","28","False"
"PanelHoverChromeService","class","6","Module\Panel\PanelHoverChromeService.cs","Module\Panel\PanelHoverChromeService.cs","16","False"
"PerceptionBuilder","class","6","MiniRPG.Shared\Core\AI\PerceptionBuilder.cs","MiniRPG.Shared\Core\AI\PerceptionBuilder.cs","9","False"
"PlayerDeathPresenter","class","6","App\RuntimeUi\PlayerDeathPresenter.cs","App\RuntimeUi\PlayerDeathPresenter.cs","29","False"
"PlayerDeathReportPanel","class","6","Module\Panel\PlayerDeathReportPanel.cs","Module\Panel\PlayerDeathReportPanel.cs","23","True"
"PlayerTargetingModule","class","6","Module\PlayerTargetingModule.cs","Module\PlayerTargetingModule.cs","27","False"
"QuestPanelModule","class","6","Module\Panel\QuestPanelModule.cs","Module\Panel\QuestPanelModule.cs","11","False"
"RoomModeTransitionRecord","class","6","MiniRPG.Shared\Core\Multiplayer\RoomModels.cs","MiniRPG.Shared\Core\Multiplayer\RoomModels.cs","108","False"
"RuntimeCameraController","class","6","App\RuntimeUi\RuntimeCameraController.cs","App\RuntimeUi\RuntimeCameraController.cs","7","False"
"RuntimeStatusTargetKind","enum","6","App\RuntimeUi\RuntimeStatusPanelController.cs","App\RuntimeUi\RuntimeStatusPanelController.cs","370","False"
"RuntimeWorldToolInteractionLogic","class","6","Module\WorldTool\RuntimeWorldToolInteractionLogic.cs","Module\WorldTool\RuntimeWorldToolInteractionLogic.cs","5","False"
"SaveNameDialogModule","class","6","Module\SaveNameDialogModule.cs","Module\SaveNameDialogModule.cs","6","False"
"StockpileZone","class","6","MiniRPG.Shared\Core\Data\FacilityModels.cs","MiniRPG.Shared\Core\Data\FacilityModels.cs","360","False"
"ThoughtState","class","6","MiniRPG.Shared\Core\Needs\NeedModels.cs","MiniRPG.Shared\Core\Needs\NeedModels.cs","46","False"
"ToastOverlay","class","6","Module\Panel\ToastOverlay.cs","Module\Panel\ToastOverlay.cs","26","True"
"TradeGoodSourceKind","enum","6","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","71","False"
"TurnControllerPanelController","class","6","App\RuntimeUi\TurnControllerPanelController.cs","App\RuntimeUi\TurnControllerPanelController.cs","10","False"
"VisionRangeScaler","class","6","MiniRPG.Shared\Core\World\VisionRangeScaler.cs","MiniRPG.Shared\Core\World\VisionRangeScaler.cs","7","False"
"WeatherDebugOverride","class","6","MiniRPG.Shared\Core\Weather\WeatherSystem.cs","MiniRPG.Shared\Core\Weather\WeatherSystem.cs","47","False"
"WorldDemographicsTick","class","6","MiniRPG.Shared\Core\Demographics\WorldDemographicsTick.cs","MiniRPG.Shared\Core\Demographics\WorldDemographicsTick.cs","16","False"
"WorldManagerStatusBanner","class","6","App\RuntimeUi\WorldManagerStatusBanner.cs","App\RuntimeUi\WorldManagerStatusBanner.cs","16","False"
"WorldSessionParameters","class","6","MiniRPG.Shared\Module\Session\WorldSessionParameters.cs","MiniRPG.Shared\Module\Session\WorldSessionParameters.cs","17","False"
"WorldSettingsDialogModule","class","6","Module\WorldSettingsDialogModule.cs","Module\WorldSettingsDialogModule.cs","11","False"
"ActorSnapshot","class","7","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","443","False"
"AIVisionConfig","class","7","MiniRPG.Shared\Core\Config\GameConfig.cs","MiniRPG.Shared\Core\Config\GameConfig.cs","84","False"
"AmmoProfileDef","class","7","MiniRPG.Shared\Core\Data\ItemContentDefinitions.cs","MiniRPG.Shared\Core\Data\ItemContentDefinitions.cs","41","False"
"AmmoProfileRegistry","class","7","MiniRPG.Shared\Core\Data\ItemContentDefinitions.cs","MiniRPG.Shared\Core\Data\ItemContentDefinitions.cs","49","False"
"AutoTestModule","class","7","Module\AutoTestModule.cs","Module\AutoTestModule.cs","22","False"
"BindingActionState","class","7","Module\InputBindingService.cs","Module\InputBindingService.cs","497","False"
"BrushSwatchHelper","class","7","Module\Editor\BrushSwatchHelper.cs","Module\Editor\BrushSwatchHelper.cs","8","False"
"CharacterCreationModule","class","7","Module\CharacterCreationModule.cs","Module\CharacterCreationModule.cs","10","False"
"ChestPutClientCommand","record","7","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","299","False"
"ChestTakeAllClientCommand","record","7","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","289","False"
"ChestTakeClientCommand","record","7","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","278","False"
"ChunkSnapshot","class","7","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","1045","False"
"CombatFxVisualSpec","record","7","Module\Render\CombatFxRegistry.cs","Module\Render\CombatFxRegistry.cs","48","False"
"CombatUIModule","class","7","Module\CombatUIModule.cs","Module\CombatUIModule.cs","5","False"
"ConceptionCatalogRoot","class","7","MiniRPG.Shared\Core\Demographics\LifeStageCatalog.cs","MiniRPG.Shared\Core\Demographics\LifeStageCatalog.cs","44","False"
"ContinueState","class","7","MiniRPG.Shared\Core\Config\AppSettingsStore.cs","MiniRPG.Shared\Core\Config\AppSettingsStore.cs","599","False"
"CropDef","class","7","MiniRPG.Shared\Core\Farm\CropModels.cs","MiniRPG.Shared\Core\Farm\CropModels.cs","13","False"
"DebugPanelController","class","7","App\RuntimeUi\DebugPanelController.cs","App\RuntimeUi\DebugPanelController.cs","12","False"
"DedicatedGameServerHost","class","7","MiniRPG.Shared\Core\Multiplayer\DedicatedGameServerHost.cs","MiniRPG.Shared\Core\Multiplayer\DedicatedGameServerHost.cs","32","False"
"DemographicsService","class","7","MiniRPG.Shared\Core\Demographics\DemographicsService.cs","MiniRPG.Shared\Core\Demographics\DemographicsService.cs","9","False"
"DirectionalSpriteHelper","class","7","Module\Render\DirectionalSpriteHelper.cs","Module\Render\DirectionalSpriteHelper.cs","5","False"
"EconomicDomain","class","7","MiniRPG.Shared\Core\Data\FacilityModels.cs","MiniRPG.Shared\Core\Data\FacilityModels.cs","342","False"
"ENetAcknowledgement","struct","7","MiniRPG.Shared\Vendor\ENet\include\enet.cs","MiniRPG.Shared\Vendor\ENet\include\enet.cs","367","False"
"ENetPeerState","enum","7","MiniRPG.Shared\Vendor\ENet\include\enet.cs","MiniRPG.Shared\Vendor\ENet\include\enet.cs","401","False"
"ENetProtocolSendFragment","struct","7","MiniRPG.Shared\Vendor\ENet\include\protocol.cs","MiniRPG.Shared\Vendor\ENet\include\protocol.cs","156","False"
"Experience","class","7","MiniRPG.Shared\Core\Data\TagSystem.cs","MiniRPG.Shared\Core\Data\TagSystem.cs","108","False"
"FacilityIndex","class","7","MiniRPG.Shared\Core\World\FacilityIndex.cs","MiniRPG.Shared\Core\World\FacilityIndex.cs","10","False"
"GameSessionDeltaEnvelope","class","7","MiniRPG.Shared\Module\Session\IGameSessionBackend.cs","MiniRPG.Shared\Module\Session\IGameSessionBackend.cs","81","False"
"GameSessionSnapshotEnvelope","class","7","MiniRPG.Shared\Module\Session\IGameSessionBackend.cs","MiniRPG.Shared\Module\Session\IGameSessionBackend.cs","71","False"
"HealthAlertsModule","class","7","Module\HealthAlertsModule.cs","Module\HealthAlertsModule.cs","9","False"
"HealthProfileDef","class","7","MiniRPG.Shared\Core\Health\HealthModels.cs","MiniRPG.Shared\Core\Health\HealthModels.cs","74","False"
"ILocalServerLauncher","interface","7","MiniRPG.Shared\Core\Multiplayer\ILocalServerLauncher.cs","MiniRPG.Shared\Core\Multiplayer\ILocalServerLauncher.cs","7","False"
"IncidentAlertModule","class","7","Module\IncidentAlertModule.cs","Module\IncidentAlertModule.cs","13","False"
"ItemSubcategoryRegistry","class","7","MiniRPG.Shared\Core\Data\ItemContentDefinitions.cs","MiniRPG.Shared\Core\Data\ItemContentDefinitions.cs","15","False"
"ItemWorldRenderKind","enum","7","Module\Render\ItemWorldRenderRegistry.cs","Module\Render\ItemWorldRenderRegistry.cs","10","False"
"KinGriefTarget","class","7","MiniRPG.Shared\Core\Data\GameEvent.cs","MiniRPG.Shared\Core\Data\GameEvent.cs","5","False"
"MaterialDef","class","7","MiniRPG.Shared\Core\Data\MaterialDef.cs","MiniRPG.Shared\Core\Data\MaterialDef.cs","6","False"
"MentalBreakState","class","7","MiniRPG.Shared\Core\Needs\MentalBreakModule.cs","MiniRPG.Shared\Core\Needs\MentalBreakModule.cs","29","False"
"ModalStateController","class","7","App\RuntimeUi\ModalStateController.cs","App\RuntimeUi\ModalStateController.cs","5","False"
"NestModule","class","7","MiniRPG.Shared\Core\Combat\NestModule.cs","MiniRPG.Shared\Core\Combat\NestModule.cs","12","False"
"PanelButtonScaleRegistry","class","7","Module\Panel\PanelButtonScaleService.cs","Module\Panel\PanelButtonScaleService.cs","7","False"
"PanelDragService","class","7","Module\Panel\PanelDragService.cs","Module\Panel\PanelDragService.cs","22","False"
"PartyHudModule","class","7","Module\PartyHudModule.cs","Module\PartyHudModule.cs","15","False"
"pollfd","struct","7","MiniRPG.Shared\Vendor\ENet\plugins\NativeSockets\Unix\Shared\include\pollfd.cs","MiniRPG.Shared\Vendor\ENet\plugins\NativeSockets\Unix\Shared\include\pollfd.cs","11","False"
"PreviewRenderEntry","class","7","Module\Editor\BrushPreviewResolver.cs","Module\Editor\BrushPreviewResolver.cs","97","False"
"ProtocolSerializer","class","7","MiniRPG.Shared\Core\Multiplayer\ProtocolSerializer.cs","MiniRPG.Shared\Core\Multiplayer\ProtocolSerializer.cs","11","False"
"PzTileCatalogEntry","class","7","MiniRPG.Shared\Core\Data\PzTileCatalog.cs","MiniRPG.Shared\Core\Data\PzTileCatalog.cs","17","False"
"RecipeRegistry","class","7","MiniRPG.Shared\Core\Data\FacilityModels.cs","MiniRPG.Shared\Core\Data\FacilityModels.cs","582","False"
"ResourceCatalogStore","class","7","Module\Editor\ResourceCatalogStore.cs","Module\Editor\ResourceCatalogStore.cs","137","False"
"RevivalMethodConfig","class","7","MiniRPG.Shared\Core\Revival\RevivalCostModel.cs","MiniRPG.Shared\Core\Revival\RevivalCostModel.cs","246","False"
"ReviveOutcome","class","7","MiniRPG.Shared\Core\Revival\ReviveService.cs","MiniRPG.Shared\Core\Revival\ReviveService.cs","61","False"
"RuntimeServices","class","7","App\RuntimeUi\MainRuntimeComposition.cs","App\RuntimeUi\MainRuntimeComposition.cs","27","False"
"RuntimeStatusPanelController","class","7","App\RuntimeUi\RuntimeStatusPanelController.cs","App\RuntimeUi\RuntimeStatusPanelController.cs","11","False"
"RuntimeUiRefs","class","7","App\RuntimeUi\MainRuntimeComposition.cs","App\RuntimeUi\MainRuntimeComposition.cs","40","False"
"SaveHeaderContext","class","7","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","69","False"
"SettingsPanelCloseAction","enum","7","Module\Panel\SettingsPanelSelectionModel.cs","Module\Panel\SettingsPanelSelectionModel.cs","28","False"
"SettingsPanelModule","class","7","Module\Panel\SettingsPanelModule.cs","Module\Panel\SettingsPanelModule.cs","9","False"
"SkillBarModule","class","7","Module\Panel\SkillBarModule.cs","Module\Panel\SkillBarModule.cs","12","False"
"SkillManagerModule","class","7","Module\Panel\SkillManagerModule.cs","Module\Panel\SkillManagerModule.cs","11","False"
"SocialInteractionDef","class","7","MiniRPG.Shared\Core\Social\SocialModels.cs","MiniRPG.Shared\Core\Social\SocialModels.cs","68","False"
"SurfaceGenerator","class","7","MiniRPG.Shared\Core\World\Generators\SurfaceGenerator.cs","MiniRPG.Shared\Core\World\Generators\SurfaceGenerator.cs","15","False"
"TargetSummaryHudModule","class","7","Module\TargetSummaryHudModule.cs","Module\TargetSummaryHudModule.cs","21","False"
"ThreatHudModule","class","7","Module\ThreatHudModule.cs","Module\ThreatHudModule.cs","25","False"
"TimelineActorState","class","7","MiniRPG.Shared\Core\Combat\TimelineTurnManager.cs","MiniRPG.Shared\Core\Combat\TimelineTurnManager.cs","190","False"
"TimelineDebugEntry","class","7","MiniRPG.Shared\Core\Combat\TimelineTurnManager.cs","MiniRPG.Shared\Core\Combat\TimelineTurnManager.cs","237","False"
"VisibilityUtil","class","7","MiniRPG.Shared\Core\World\VisibilityUtil.cs","MiniRPG.Shared\Core\World\VisibilityUtil.cs","8","False"
"VoxelTerrainShading","class","7","Module\Render\VoxelTerrainShading.cs","Module\Render\VoxelTerrainShading.cs","19","False"
"WeatherFieldSampler","class","7","MiniRPG.Shared\Core\Weather\WeatherSystem.cs","MiniRPG.Shared\Core\Weather\WeatherSystem.cs","274","False"
"ActiveActorDeathHandler","class","8","MiniRPG.Shared\Module\Session\ActiveActorDeathHandler.cs","MiniRPG.Shared\Module\Session\ActiveActorDeathHandler.cs","23","False"
"AutoNavigationInFlightKind","enum","8","App\RuntimeUi\AutoNavigationCoordinator.cs","App\RuntimeUi\AutoNavigationCoordinator.cs","516","False"
"AutoTestCliOptions","class","8","Module\AutoTestCli.cs","Module\AutoTestCli.cs","168","False"
"AutoTestScenarioResult","class","8","Module\AutoTestModels.cs","Module\AutoTestModels.cs","89","False"
"CombatFxTextMode","enum","8","Module\Render\CombatFxRegistry.cs","Module\Render\CombatFxRegistry.cs","17","False"
"CorpseProfileDef","class","8","MiniRPG.Shared\Core\Data\ItemContentDefinitions.cs","MiniRPG.Shared\Core\Data\ItemContentDefinitions.cs","75","False"
"CorpseProfileRegistry","class","8","MiniRPG.Shared\Core\Data\ItemContentDefinitions.cs","MiniRPG.Shared\Core\Data\ItemContentDefinitions.cs","85","False"
"CurveType","enum","8","MiniRPG.Shared\Core\AI\Utility\ResponseCurve.cs","MiniRPG.Shared\Core\AI\Utility\ResponseCurve.cs","5","False"
"ENetPacketFlag","enum","8","MiniRPG.Shared\Vendor\ENet\include\enet.cs","MiniRPG.Shared\Vendor\ENet\include\enet.cs","259","False"
"ENetProtocolCommand","enum","8","MiniRPG.Shared\Vendor\ENet\include\protocol.cs","MiniRPG.Shared\Vendor\ENet\include\protocol.cs","22","False"
"GameEventPresentationRouter","class","8","App\RuntimeUi\GameEventPresentationRouter.cs","App\RuntimeUi\GameEventPresentationRouter.cs","8","False"
"GameServerConnectRequest","class","8","MiniRPG.Shared\Core\Multiplayer\DedicatedGameServerHost.cs","MiniRPG.Shared\Core\Multiplayer\DedicatedGameServerHost.cs","17","False"
"GameSessionStartRequest","class","8","MiniRPG.Shared\Module\Session\IGameSessionBackend.cs","MiniRPG.Shared\Module\Session\IGameSessionBackend.cs","28","False"
"GeneratorPopulateHelper","class","8","MiniRPG.Shared\Core\World\Generators\GeneratorPopulateHelper.cs","MiniRPG.Shared\Core\World\Generators\GeneratorPopulateHelper.cs","5","False"
"HandleBinding","class","8","Module\Panel\PanelDragService.cs;Module\Panel\PanelHoverChromeService.cs","Module\Panel\PanelDragService.cs","567","False"
"ILobbyService","interface","8","MiniRPG.Shared\Core\Multiplayer\LobbyService.cs","MiniRPG.Shared\Core\Multiplayer\LobbyService.cs","90","False"
"ItemSnapshotMapper","class","8","MiniRPG.Shared\Core\Map\ItemSnapshotMapper.cs","MiniRPG.Shared\Core\Map\ItemSnapshotMapper.cs","9","False"
"ItemSubcategoryDef","class","8","MiniRPG.Shared\Core\Data\ItemContentDefinitions.cs","MiniRPG.Shared\Core\Data\ItemContentDefinitions.cs","7","False"
"LobbyReconnectClaimRequest","class","8","MiniRPG.Shared\Core\Multiplayer\LobbyService.cs","MiniRPG.Shared\Core\Multiplayer\LobbyService.cs","30","False"
"LobbyRoomResolution","class","8","MiniRPG.Shared\Core\Multiplayer\LobbyService.cs","MiniRPG.Shared\Core\Multiplayer\LobbyService.cs","64","False"
"MapEditorWorldToolPreviewAdapter","class","8","Module\WorldTool\MapEditorWorldToolPreviewAdapter.cs","Module\WorldTool\MapEditorWorldToolPreviewAdapter.cs","5","False"
"MultiplayerFlowCoordinator","class","8","App\RuntimeUi\MultiplayerFlowCoordinator.cs","App\RuntimeUi\MultiplayerFlowCoordinator.cs","61","False"
"MultiplayerHubViewState","class","8","Module\MultiplayerHubModule.cs","Module\MultiplayerHubModule.cs","16","False"
"MultiplayerRoomPanelMode","enum","8","Module\MultiplayerRoomPanelModule.cs","Module\MultiplayerRoomPanelModule.cs","8","False"
"MultiplayerRoomPanelViewState","class","8","Module\MultiplayerRoomPanelModule.cs","Module\MultiplayerRoomPanelModule.cs","32","False"
"NestData","class","8","MiniRPG.Shared\Core\Data\GameState.cs","MiniRPG.Shared\Core\Data\GameState.cs","240","False"
"PanelButtonScaleService","class","8","Module\Panel\PanelButtonScaleService.cs","Module\Panel\PanelButtonScaleService.cs","27","False"
"PanelLayoutEntry","class","8","Module\Panel\PanelLayoutStore.cs","Module\Panel\PanelLayoutStore.cs","207","False"
"PanelLayoutService","class","8","Module\Panel\PanelLayoutService.cs","Module\Panel\PanelLayoutService.cs","7","False"
"Quest","class","8","MiniRPG.Shared\Core\Data\Quest.cs","MiniRPG.Shared\Core\Data\Quest.cs","10","False"
"ResourceCatalogDocument","class","8","Module\Editor\ResourceCatalogStore.cs","Module\Editor\ResourceCatalogStore.cs","12","False"
"RoomSnapshot","class","8","MiniRPG.Shared\Core\Data\FacilityModels.cs","MiniRPG.Shared\Core\Data\FacilityModels.cs","528","False"
"RumorBus","class","8","MiniRPG.Shared\Core\Social\RumorBus.cs","MiniRPG.Shared\Core\Social\RumorBus.cs","53","False"
"SavePayload","class","8","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","77","False"
"Screen","enum","8","Module\MenuModule.cs","Module\MenuModule.cs","10","False"
"ServerAuditLogEntry","record","8","MiniRPG.Shared\Core\Multiplayer\ServerAuditLog.cs","MiniRPG.Shared\Core\Multiplayer\ServerAuditLog.cs","13","False"
"SettingsFlowCoordinator","class","8","Module\Panel\SettingsFlowCoordinator.cs","Module\Panel\SettingsFlowCoordinator.cs","118","False"
"StatusPanelModule","class","8","Module\Panel\StatusModule.cs","Module\Panel\StatusModule.cs","11","False"
"ThreatDetection","class","8","MiniRPG.Shared\Core\AI\ThreatDetection.cs","MiniRPG.Shared\Core\AI\ThreatDetection.cs","6","False"
"TradeUIModule","class","8","Module\TradeUIModule.cs","Module\TradeUIModule.cs","12","False"
"UtilityActionRegistry","class","8","MiniRPG.Shared\Core\AI\Utility\UtilityActionRegistry.cs","MiniRPG.Shared\Core\AI\Utility\UtilityActionRegistry.cs","9","False"
"UtilityDecisionCache","class","8","MiniRPG.Shared\Core\AI\Utility\UtilityCache.cs","MiniRPG.Shared\Core\AI\Utility\UtilityCache.cs","8","False"
"VoxelTileMappingDocument","class","8","MiniRPG.Shared\Core\Data\VoxelTileMapping.cs","MiniRPG.Shared\Core\Data\VoxelTileMapping.cs","11","False"
"VoxelViewportMath","class","8","Module\Render\VoxelViewportMath.cs","Module\Render\VoxelViewportMath.cs","23","False"
"WeatherScreenFxTuningSet","class","8","Module\Render\WeatherScreenFxTuning.cs","Module\Render\WeatherScreenFxTuning.cs","155","False"
"WorldStore","class","8","MiniRPG.Shared\Core\Map\WorldStore.cs","MiniRPG.Shared\Core\Map\WorldStore.cs","153","False"
"ActiveActorDeathOutcome","enum","9","MiniRPG.Shared\Module\Session\ActiveActorDeathHandler.cs","MiniRPG.Shared\Module\Session\ActiveActorDeathHandler.cs","110","False"
"ActorIndex","class","9","MiniRPG.Shared\Core\World\ActorIndex.cs","MiniRPG.Shared\Core\World\ActorIndex.cs","11","False"
"ActorMotionTiming","class","9","Module\Render\ActorMotionPresentation.cs","Module\Render\ActorMotionPresentation.cs","10","False"
"CombatFxRegistry","class","9","Module\Render\CombatFxRegistry.cs","Module\Render\CombatFxRegistry.cs","77","False"
"CombatFxSpec","record","9","Module\Render\CombatFxRegistry.cs","Module\Render\CombatFxRegistry.cs","70","False"
"ConversationPanelModule","class","9","Module\Panel\ConversationPanelModule.cs","Module\Panel\ConversationPanelModule.cs","9","False"
"ENetEventType","enum","9","MiniRPG.Shared\Vendor\ENet\include\enet.cs","MiniRPG.Shared\Vendor\ENet\include\enet.cs","850","False"
"FailureReasons","class","9","MiniRPG.Shared\Core\Revival\ReviveService.cs","MiniRPG.Shared\Core\Revival\ReviveService.cs","47","False"
"FantasyCharacterAnimatable","class","9","Module\Render\FantasyCharacterAnimatable.cs","Module\Render\FantasyCharacterAnimatable.cs","7","True"
"FixtureRegistry","class","9","MiniRPG.Shared\Core\Data\FixtureDef.cs","MiniRPG.Shared\Core\Data\FixtureDef.cs","39","False"
"GameSessionStartKind","enum","9","MiniRPG.Shared\Module\Session\IGameSessionBackend.cs","MiniRPG.Shared\Module\Session\IGameSessionBackend.cs","21","False"
"IMapEditorCommand","interface","9","Module\Editor\MapEditorCommand.cs","Module\Editor\MapEditorCommand.cs","6","False"
"KeyBindingsView","class","9","Module\KeyBindingsUIModule.cs","Module\KeyBindingsUIModule.cs","8","False"
"ListPanelBase","class","9","Module\Panel\ListPanelBase.cs","Module\Panel\ListPanelBase.cs","12","False"
"LobbyJoinRoomRequest","class","9","MiniRPG.Shared\Core\Multiplayer\LobbyService.cs","MiniRPG.Shared\Core\Multiplayer\LobbyService.cs","23","False"
"LobbyLeaveRoomResult","class","9","MiniRPG.Shared\Core\Multiplayer\LobbyService.cs","MiniRPG.Shared\Core\Multiplayer\LobbyService.cs","43","False"
"LocalServerLaunchOptions","class","9","MiniRPG.Shared\Core\Multiplayer\ILocalServerLauncher.cs","MiniRPG.Shared\Core\Multiplayer\ILocalServerLauncher.cs","13","False"
