"Name","Kind","Refs","DefFiles","FirstFile","FirstLine","AnyPartial"
"GameplayCommandCoordinator","class","4","App\RuntimeUi\GameplayCommandCoordinator.cs","App\RuntimeUi\GameplayCommandCoordinator.cs","7","False"
"GeneExpressionService","class","4","MiniRPG.Shared\Core\Genetics\GeneExpressionService.cs","MiniRPG.Shared\Core\Genetics\GeneExpressionService.cs","14","False"
"GeneInheritanceService","class","4","MiniRPG.Shared\Core\Genetics\GeneInheritanceService.cs","MiniRPG.Shared\Core\Genetics\GeneInheritanceService.cs","10","False"
"GeneModificationService","class","4","MiniRPG.Shared\Core\Genetics\GeneModificationService.cs","MiniRPG.Shared\Core\Genetics\GeneModificationService.cs","19","False"
"GeneSpawnService","class","4","MiniRPG.Shared\Core\Genetics\GeneSpawnService.cs","MiniRPG.Shared\Core\Genetics\GeneSpawnService.cs","9","False"
"GiveItemClientCommand","record","4","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","378","False"
"GrassRenderMode","enum","4","MiniRPG.Shared\Core\Debug\GrassRenderMode.cs","MiniRPG.Shared\Core\Debug\GrassRenderMode.cs","12","False"
"GroundItemStackLayout","class","4","Module\Render\ItemWorldRenderRegistry.cs","Module\Render\ItemWorldRenderRegistry.cs","22","False"
"HealthConditionKinds","class","4","MiniRPG.Shared\Core\Health\HealthModels.cs","MiniRPG.Shared\Core\Health\HealthModels.cs","34","False"
"HealthThoughtDef","class","4","MiniRPG.Shared\Core\Health\HealthModels.cs","MiniRPG.Shared\Core\Health\HealthModels.cs","156","False"
"HeatActionModule","class","4","MiniRPG.Shared\Core\Health\HeatActionModule.cs","MiniRPG.Shared\Core\Health\HeatActionModule.cs","7","False"
"ILobbyClient","interface","4","MiniRPG.Shared\Module\Network\LobbyHttpClient.cs","MiniRPG.Shared\Module\Network\LobbyHttpClient.cs","13","False"
"InputHandlerSet","record","4","App\RuntimeUi\InputHandlerSet.cs","App\RuntimeUi\InputHandlerSet.cs","6","False"
"IPauseMenuOverlay","interface","4","Module\Panel\SettingsFlowCoordinator.cs","Module\Panel\SettingsFlowCoordinator.cs","78","False"
"ISettingsFlowFocusHost","interface","4","Module\Panel\SettingsFlowCoordinator.cs","Module\Panel\SettingsFlowCoordinator.cs","52","False"
"ISettingsOverlay","interface","4","Module\Panel\SettingsFlowCoordinator.cs","Module\Panel\SettingsFlowCoordinator.cs","86","False"
"ItemPreset","class","4","MiniRPG.Shared\Core\Data\PresetDB.cs","MiniRPG.Shared\Core\Data\PresetDB.cs","62","False"
"ItemSizeEntry","class","4","MiniRPG.Shared\Core\Data\ItemSizeRegistry.cs","MiniRPG.Shared\Core\Data\ItemSizeRegistry.cs","198","False"
"IWeatherAccumulationStore","interface","4","MiniRPG.Shared\Core\Weather\IWeatherAccumulationStore.cs","MiniRPG.Shared\Core\Weather\IWeatherAccumulationStore.cs","9","False"
"KeyBindingsController","class","4","Module\KeyBindingsController.cs","Module\KeyBindingsController.cs","8","False"
"LayoutEditBarModule","class","4","Module\Panel\LayoutEditBarModule.cs","Module\Panel\LayoutEditBarModule.cs","6","False"
"LegacyTileMappingDocument","class","4","MiniRPG.Shared\Core\Data\PzWorldVisualRegistry.cs","MiniRPG.Shared\Core\Data\PzWorldVisualRegistry.cs","200","False"
"LifeStageTransitionService","class","4","MiniRPG.Shared\Core\Demographics\LifeStageTransitionService.cs","MiniRPG.Shared\Core\Demographics\LifeStageTransitionService.cs","17","False"
"LightMap","class","4","MiniRPG.Shared\Module\Render\LightMap.cs","MiniRPG.Shared\Module\Render\LightMap.cs","13","False"
"LimbSnapshot","class","4","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","895","False"
"LimbTargetCoordinator","class","4","App\RuntimeUi\LimbTargetCoordinator.cs","App\RuntimeUi\LimbTargetCoordinator.cs","7","False"
"LobbyHttpClient","class","4","MiniRPG.Shared\Module\Network\LobbyHttpClient.cs","MiniRPG.Shared\Module\Network\LobbyHttpClient.cs","23","False"
"LobbyLeaveRoomRequest","class","4","MiniRPG.Shared\Core\Multiplayer\LobbyService.cs","MiniRPG.Shared\Core\Multiplayer\LobbyService.cs","36","False"
"LocalProcessServerLauncher","class","4","Module\Network\LocalProcessServerLauncher.cs","Module\Network\LocalProcessServerLauncher.cs","10","False"
"LocalSessionBackend","class","4","MiniRPG.Shared\Module\Session\LocalSessionBackend.cs","MiniRPG.Shared\Module\Session\LocalSessionBackend.cs","11","False"
"MainStartupCoordinator","class","4","App\RuntimeUi\MainStartupCoordinator.cs","App\RuntimeUi\MainStartupCoordinator.cs","22","False"
"MapEditorCoordinator","class","4","App\RuntimeUi\MapEditorCoordinator.cs","App\RuntimeUi\MapEditorCoordinator.cs","14","False"
"MultiplayerHubCoordinator","class","4","App\RuntimeUi\MultiplayerHubCoordinator.cs","App\RuntimeUi\MultiplayerHubCoordinator.cs","9","False"
"MultiplayerRoomHostRequest","class","4","Module\MultiplayerRoomPanelModule.cs","Module\MultiplayerRoomPanelModule.cs","26","False"
"NeedDef","class","4","MiniRPG.Shared\Core\Needs\NeedModels.cs","MiniRPG.Shared\Core\Needs\NeedModels.cs","61","False"
"NestSnapshot","class","4","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","1111","False"
"OpenModalClientCommand","record","4","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","323","False"
"PanelBorderHelper","class","4","Module\Panel\PanelBorderHelper.cs","Module\Panel\PanelBorderHelper.cs","12","False"
"PanelButtonState","class","4","Module\Panel\PanelButtonScaleService.cs","Module\Panel\PanelButtonScaleService.cs","185","False"
"PartyMemberSlot","class","4","Module\PartyHudModule.cs","Module\PartyHudModule.cs","136","False"
"PartySnapshot","class","4","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","170","False"
"PauseMenuPanelModule","class","4","Module\Panel\PauseMenuPanelModule.cs","Module\Panel\PauseMenuPanelModule.cs","7","False"
"PeerSession","class","4","MiniRPG.Shared\Module\Network\ENetGameServer.cs","MiniRPG.Shared\Module\Network\ENetGameServer.cs","264","False"
"PlayerTargetingCoordinator","class","4","App\RuntimeUi\PlayerTargetingCoordinator.cs","App\RuntimeUi\PlayerTargetingCoordinator.cs","8","False"
"PlayerVisionConfig","class","4","MiniRPG.Shared\Core\Config\GameConfig.cs","MiniRPG.Shared\Core\Config\GameConfig.cs","66","False"
"ProfessionSnapshot","class","4","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","964","False"
"PzTerrainSideVisualSpec","class","4","MiniRPG.Shared\Core\Data\PzWorldVisualRegistry.cs","MiniRPG.Shared\Core\Data\PzWorldVisualRegistry.cs","73","False"
"QuestObjective","class","4","MiniRPG.Shared\Core\Data\Quest.cs","MiniRPG.Shared\Core\Data\Quest.cs","37","False"
"QuestObjectiveSnapshot","class","4","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","1033","False"
"QuestSnapshot","class","4","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","1003","False"
"RaceLifeStageBounds","class","4","MiniRPG.Shared\Core\Demographics\LifeStageCatalog.cs","MiniRPG.Shared\Core\Demographics\LifeStageCatalog.cs","16","False"
"RaceSnapshot","class","4","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","946","False"
"ReconnectClaimedMessage","record","4","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","468","False"
"RegisteredPanelState","class","4","Module\Panel\PanelLayoutService.cs","Module\Panel\PanelLayoutService.cs","124","False"
"ReservationBusyMessage","record","4","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","462","False"
"ResourcePreviewControl","class","4","Module\Editor\ResourcePreviewControl.cs","Module\Editor\ResourcePreviewControl.cs","7","True"
"RestClientCommand","record","4","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","188","False"
"RoomContextAnalyzer","class","4","MiniRPG.Shared\Core\Health\RoomContextAnalyzer.cs","MiniRPG.Shared\Core\Health\RoomContextAnalyzer.cs","9","False"
"RoomRoleRegistry","class","4","MiniRPG.Shared\Core\Data\FacilityModels.cs","MiniRPG.Shared\Core\Data\FacilityModels.cs","620","False"
"RoomRules","class","4","MiniRPG.Shared\Core\Multiplayer\RoomModels.cs","MiniRPG.Shared\Core\Multiplayer\RoomModels.cs","21","False"
"RowStyleHelper","class","4","Module\Panel\RowStyleHelper.cs","Module\Panel\RowStyleHelper.cs","9","False"
"RuntimeCameraRightDragHandler","class","4","App\RuntimeUi\RuntimeCameraRightDragHandler.cs","App\RuntimeUi\RuntimeCameraRightDragHandler.cs","6","False"
"RuntimeViewCoordinator","class","4","App\RuntimeUi\RuntimeViewCoordinator.cs","App\RuntimeUi\RuntimeViewCoordinator.cs","10","False"
"RuntimeWorldToolBarModule","class","4","Module\WorldTool\RuntimeWorldToolBarModule.cs","Module\WorldTool\RuntimeWorldToolBarModule.cs","9","False"
"RuntimeWorldToolHeightPanelModule","class","4","Module\WorldTool\RuntimeWorldToolHeightPanelModule.cs","Module\WorldTool\RuntimeWorldToolHeightPanelModule.cs","7","False"
"RuntimeWorldToolSession","class","4","App\RuntimeUi\RuntimeWorldToolSession.cs","App\RuntimeUi\RuntimeWorldToolSession.cs","20","False"
"SaveSlotKind","enum","4","MiniRPG.Shared\Module\GameSessionModule.cs","MiniRPG.Shared\Module\GameSessionModule.cs","1060","False"
"ScheduledNote","class","4","Module\Audio\MusicRenderer.cs","Module\Audio\MusicRenderer.cs","192","False"
"ServerSideConsequenceDispatcher","class","4","MiniRPG.Shared\Core\Multiplayer\ServerSideConsequenceDispatcher.cs","MiniRPG.Shared\Core\Multiplayer\ServerSideConsequenceDispatcher.cs","23","False"
"ShopSlotSnapshot","class","4","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","847","False"
"SkillTags","class","4","MiniRPG.Shared\Core\Data\Const.cs","MiniRPG.Shared\Core\Data\Const.cs","81","False"
"SkillTooltipBuilder","class","4","Module\Panel\SkillTooltipBuilder.cs","Module\Panel\SkillTooltipBuilder.cs","18","False"
"SocialSnapshot","class","4","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","182","False"
"StartCombatClientCommand","record","4","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","353","False"
"StorytellerSnapshot","class","4","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","209","False"
"TerrainBuildClientCommand","record","4","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","192","False"
"TerrainBuildRuleRegistry","class","4","MiniRPG.Shared\Core\World\TerrainBuildRuleRegistry.cs","MiniRPG.Shared\Core\World\TerrainBuildRuleRegistry.cs","20","False"
"TerrainDemolishClientCommand","record","4","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","200","False"
"TileAnimatable","class","4","Module\Render\TileAnimatable.cs","Module\Render\TileAnimatable.cs","10","False"
"TimelineSnapshot","class","4","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","422","False"
"TimelineState","class","4","MiniRPG.Shared\Core\Combat\TimelineTurnManager.cs","MiniRPG.Shared\Core\Combat\TimelineTurnManager.cs","196","False"
"TimeValue","struct","4","MiniRPG.Shared\Vendor\ENet\plugins\NativeSockets\Windows\c\WindowsSocketPal.cs","MiniRPG.Shared\Vendor\ENet\plugins\NativeSockets\Windows\c\WindowsSocketPal.cs","778","False"
"TurnTickMetrics","class","4","MiniRPG.Shared\Core\AI\AIProfiling.cs","MiniRPG.Shared\Core\AI\AIProfiling.cs","24","False"
"UIDevProbe","class","4","Module\Panel\UIDevProbe.cs","Module\Panel\UIDevProbe.cs","16","False"
"UseSkillClientCommand","record","4","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","362","False"
"VariantStripCanvas","class","4","App\Previews\GrassSurfacePreview.cs","App\Previews\GrassSurfacePreview.cs","528","True"
"VisionGpuBuffers","class","4","Module\Compute\VisionGpuBuffers.cs","Module\Compute\VisionGpuBuffers.cs","63","False"
"VoxelFaceBatchCanvas","class","4","Module\Render\IsometricVoxelRenderer.cs","Module\Render\IsometricVoxelRenderer.cs","2116","True"
"VoxelLightingCalculator","class","4","Module\Render\VoxelLightingCalculator.cs","Module\Render\VoxelLightingCalculator.cs","9","False"
"VoxelTileMappingEntry","class","4","MiniRPG.Shared\Core\Data\VoxelTileMapping.cs","MiniRPG.Shared\Core\Data\VoxelTileMapping.cs","17","False"
"VoxelTilePathResolver","class","4","Module\Render\VoxelTilePathResolver.cs","Module\Render\VoxelTilePathResolver.cs","13","False"
"WeatherProfileConfig","class","4","MiniRPG.Shared\Core\Config\GameConfig.cs","MiniRPG.Shared\Core\Config\GameConfig.cs","251","False"
"WorldManagerDeletionRouter","class","4","App\RuntimeUi\WorldManagerDeletionRouter.cs","App\RuntimeUi\WorldManagerDeletionRouter.cs","18","False"
"WorldRuntimeConfig","class","4","MiniRPG.Shared\Core\Config\GameConfig.cs","MiniRPG.Shared\Core\Config\GameConfig.cs","135","False"
"XxHash","class","4","MiniRPG.Shared\Vendor\ENet\plugins\Helpers\XxHash.cs","MiniRPG.Shared\Vendor\ENet\plugins\Helpers\XxHash.cs","12","False"
"ActorMotionState","class","5","Module\Render\ActorMotionTracker.cs","Module\Render\ActorMotionTracker.cs","306","False"
"ActorMotionTracker","class","5","Module\Render\ActorMotionTracker.cs","Module\Render\ActorMotionTracker.cs","15","False"
"AIDispatchResult","class","5","MiniRPG.Shared\Core\AI\AIProfiling.cs","MiniRPG.Shared\Core\AI\AIProfiling.cs","18","False"
"AlertEntry","class","5","Module\IncidentAlertModule.cs","Module\IncidentAlertModule.cs","134","False"
"AssignPrimaryActorClientCommand","record","5","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","342","False"
"AttackClientCommand","record","5","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","164","False"
"AutoNavigationPlanner","class","5","MiniRPG.Shared\Core\World\AutoNavigationPlanner.cs","MiniRPG.Shared\Core\World\AutoNavigationPlanner.cs","74","False"
"AutoTestPlayerPosition","class","5","Module\AutoTestModels.cs","Module\AutoTestModels.cs","284","False"
"BindingActionDef","class","5","Module\InputBindingService.cs","Module\InputBindingService.cs","133","False"
"BlockPlacementRules","class","5","MiniRPG.Shared\Core\World\BlockPlacementRules.cs","MiniRPG.Shared\Core\World\BlockPlacementRules.cs","3","False"
"BspGenerationConfig","class","5","MiniRPG.Shared\Core\Config\GameConfig.cs","MiniRPG.Shared\Core\Config\GameConfig.cs","396","False"
"CalendarService","class","5","MiniRPG.Shared\Core\Calendar\CalendarService.cs","MiniRPG.Shared\Core\Calendar\CalendarService.cs","22","False"
"CombatFxTextSpec","record","5","Module\Render\CombatFxRegistry.cs","Module\Render\CombatFxRegistry.cs","60","False"
"ConceptionBirthTick","class","5","MiniRPG.Shared\Core\Demographics\ConceptionBirthTick.cs","MiniRPG.Shared\Core\Demographics\ConceptionBirthTick.cs","18","False"
"ContinueStateService","class","5","MiniRPG.Shared\Module\ContinueStateService.cs","MiniRPG.Shared\Module\ContinueStateService.cs","14","False"
"ConversationAdvanceLineClientCommand","record","5","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","397","False"
"ConversationChooseClientCommand","record","5","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","391","False"
"ConversationLeaveClientCommand","record","5","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","402","False"
"ConversationUIModule","class","5","Module\Conversation\ConversationUIModule.cs","Module\Conversation\ConversationUIModule.cs","12","False"
"CropInstanceSnapshot","class","5","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","287","False"
"DialogCondition","class","5","MiniRPG.Shared\Core\Data\DialogTypes.cs","MiniRPG.Shared\Core\Data\DialogTypes.cs","48","False"
"DialogContext","class","5","MiniRPG.Shared\Core\Data\DialogContext.cs","MiniRPG.Shared\Core\Data\DialogContext.cs","12","False"
"EconomicDomainKind","enum","5","MiniRPG.Shared\Core\Data\FacilityModels.cs","MiniRPG.Shared\Core\Data\FacilityModels.cs","56","False"
"ENetSocketOption","enum","5","MiniRPG.Shared\Vendor\ENet\include\enet.cs","MiniRPG.Shared\Vendor\ENet\include\enet.cs","48","False"
"ENetSocketType","enum","5","MiniRPG.Shared\Vendor\ENet\include\enet.cs","MiniRPG.Shared\Vendor\ENet\include\enet.cs","27","False"
"ExecutorRegistry","class","5","MiniRPG.Shared\Core\AI\Utility\Executors\ExecutorRegistry.cs","MiniRPG.Shared\Core\AI\Utility\Executors\ExecutorRegistry.cs","6","False"
"FacePartCatalog","class","5","MiniRPG.Shared\Core\Data\FacePartCatalog.cs","MiniRPG.Shared\Core\Data\FacePartCatalog.cs","51","False"
"FacilityInteractionModes","class","5","MiniRPG.Shared\Core\Data\FacilityModels.cs","MiniRPG.Shared\Core\Data\FacilityModels.cs","108","False"
"GpuVisionResult","struct","5","Module\Compute\VisionGpuBuffers.cs","Module\Compute\VisionGpuBuffers.cs","34","False"
"GridInventorySnapshot","class","5","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","856","False"
"GridOverlay","class","5","Module\Editor\ResourcePreviewControl.cs","Module\Editor\ResourcePreviewControl.cs","600","False"
"HealthActionModule","class","5","MiniRPG.Shared\Core\Health\HealthActionModule.cs","MiniRPG.Shared\Core\Health\HealthActionModule.cs","7","False"
"HealthConditionDef","class","5","MiniRPG.Shared\Core\Health\HealthModels.cs","MiniRPG.Shared\Core\Health\HealthModels.cs","117","False"
"IDebugSessionActions","interface","5","MiniRPG.Shared\Core\Debug\IDebugSessionActions.cs","MiniRPG.Shared\Core\Debug\IDebugSessionActions.cs","7","False"
"IncidentRecord","class","5","MiniRPG.Shared\Core\Event\StorytellerState.cs","MiniRPG.Shared\Core\Event\StorytellerState.cs","63","False"
"IncidentStatistics","class","5","MiniRPG.Shared\Core\Events\IncidentStatistics.cs","MiniRPG.Shared\Core\Events\IncidentStatistics.cs","22","False"
"InfantCarryModule","class","5","MiniRPG.Shared\Core\Demographics\InfantCarryModule.cs","MiniRPG.Shared\Core\Demographics\InfantCarryModule.cs","18","False"
"InteractClientCommand","record","5","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","237","False"
"InventoryAutoPackClientCommand","record","5","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","276","False"
"InventoryDropClientCommand","record","5","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","255","False"
"InventoryGridPanelModule","class","5","Module\Panel\InventoryGridPanelModule.cs","Module\Panel\InventoryGridPanelModule.cs","14","False"
"InventoryMoveItemClientCommand","record","5","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","262","False"
"InventoryRotateItemClientCommand","record","5","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","271","False"
"ItemCorpseMetadata","class","5","MiniRPG.Shared\Core\Data\ItemContentDefinitions.cs","MiniRPG.Shared\Core\Data\ItemContentDefinitions.cs","193","False"
"ItemProvidedGrid","class","5","MiniRPG.Shared\Core\Data\ItemSizeRegistry.cs","MiniRPG.Shared\Core\Data\ItemSizeRegistry.cs","30","False"
"ItemSurgeryMetadata","class","5","MiniRPG.Shared\Core\Data\ItemContentDefinitions.cs","MiniRPG.Shared\Core\Data\ItemContentDefinitions.cs","177","False"
"ItemWorldRenderRegistry","class","5","Module\Render\ItemWorldRenderRegistry.cs","Module\Render\ItemWorldRenderRegistry.cs","45","False"
"IViewMode","interface","5","MiniRPG.Shared\Core\World\IViewMode.cs","MiniRPG.Shared\Core\World\IViewMode.cs","9","False"
"KickPlayerClientCommand","record","5","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","348","False"
"KinshipLossCapturer","class","5","MiniRPG.Shared\Core\Demographics\KinshipLossCapturer.cs","MiniRPG.Shared\Core\Demographics\KinshipLossCapturer.cs","18","False"
"ModalInputLogic","class","5","Module\ModalInputLogic.cs","Module\ModalInputLogic.cs","10","False"
"MoveClientCommand","record","5","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","151","False"
"MovementEventFactory","class","5","MiniRPG.Shared\Core\Combat\MovementEventFactory.cs","MiniRPG.Shared\Core\Combat\MovementEventFactory.cs","5","False"
"MultiplayerHubCreateRequest","class","5","Module\MultiplayerHubModule.cs","Module\MultiplayerHubModule.cs","39","False"
"MultiplayerHubJoinCodeRequest","class","5","Module\MultiplayerHubModule.cs","Module\MultiplayerHubModule.cs","33","False"
"MultiplayerHubJoinRequest","class","5","Module\MultiplayerHubModule.cs","Module\MultiplayerHubModule.cs","27","False"
"MultiplayerHubModule","class","5","Module\MultiplayerHubModule.cs","Module\MultiplayerHubModule.cs","47","False"
"MultiplayerRoomPanelModule","class","5","Module\MultiplayerRoomPanelModule.cs","Module\MultiplayerRoomPanelModule.cs","50","False"
"NeedsHudModule","class","5","Module\NeedsHudModule.cs","Module\NeedsHudModule.cs","7","False"
"PendingIncident","class","5","MiniRPG.Shared\Core\Event\StorytellerState.cs","MiniRPG.Shared\Core\Event\StorytellerState.cs","44","False"
"PersonalityConfig","class","5","MiniRPG.Shared\Core\AI\Utility\PersonalityModule.cs","MiniRPG.Shared\Core\AI\Utility\PersonalityModule.cs","93","False"
"PickupClientCommand","record","5","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","243","False"
"ReclaimPrimaryActorClientCommand","record","5","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","338","False"
"RoomRuntimeSnapshot","class","5","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","317","False"
"RoomTelemetryMetrics","class","5","MiniRPG.Shared\Core\Multiplayer\MultiplayerTelemetryStore.cs","MiniRPG.Shared\Core\Multiplayer\MultiplayerTelemetryStore.cs","46","False"
"RosterChangedMessage","record","5","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","457","False"
"RuntimeHooks","class","5","App\RuntimeUi\MainRuntimeComposition.cs","App\RuntimeUi\MainRuntimeComposition.cs","61","False"
"SamplerEngine","class","5","Module\Audio\SamplerEngine.cs","Module\Audio\SamplerEngine.cs","7","True"
"ShopSlot","class","5","MiniRPG.Shared\Core\Data\Item.cs","MiniRPG.Shared\Core\Data\Item.cs","230","False"
"SkillCheckDef","class","5","MiniRPG.Shared\Core\Conversation\ConversationModels.cs","MiniRPG.Shared\Core\Conversation\ConversationModels.cs","105","False"
"TargetResolver","class","5","MiniRPG.Shared\Core\AI\Utility\TargetResolver.cs","MiniRPG.Shared\Core\AI\Utility\TargetResolver.cs","10","False"
"TerrainBuildRuleDef","class","5","MiniRPG.Shared\Core\World\TerrainBuildRuleRegistry.cs","MiniRPG.Shared\Core\World\TerrainBuildRuleRegistry.cs","11","False"
"TerrainBuildTargetResolver","class","5","Module\Editor\TerrainBuildTargetResolver.cs","Module\Editor\TerrainBuildTargetResolver.cs","6","False"
"ThoughtDef","class","5","MiniRPG.Shared\Core\Needs\NeedModels.cs","MiniRPG.Shared\Core\Needs\NeedModels.cs","125","False"
"TradeBuyClientCommand","record","5","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","310","False"
"TradeSellClientCommand","record","5","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","317","False"
"TurnControllerPanelModule","class","5","Module\Panel\TurnControllerPanelModule.cs","Module\Panel\TurnControllerPanelModule.cs","10","False"
"TurnPanelModule","class","5","Module\Panel\TurnPanelModule.cs","Module\Panel\TurnPanelModule.cs","14","False"
"UtilityCache","class","5","MiniRPG.Shared\Core\AI\Utility\UtilityCache.cs","MiniRPG.Shared\Core\AI\Utility\UtilityCache.cs","22","False"
"WeatherFxController","class","5","Module\Render\WeatherFxController.cs","Module\Render\WeatherFxController.cs","12","False"
"WeatherLocalSnapshot","class","5","MiniRPG.Shared\Core\Weather\WeatherSystem.cs","MiniRPG.Shared\Core\Weather\WeatherSystem.cs","53","False"
"WeatherScreenFxResolver","class","5","Module\Render\WeatherScreenFxResolver.cs","Module\Render\WeatherScreenFxResolver.cs","108","False"
"WeatherStateSnapshot","class","5","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","401","False"
"WorldCatalogService","class","5","MiniRPG.Shared\Module\WorldCatalogService.cs","MiniRPG.Shared\Module\WorldCatalogService.cs","13","False"
"WorldQuery","class","5","MiniRPG.Shared\Core\World\WorldQuery.cs","MiniRPG.Shared\Core\World\WorldQuery.cs","10","False"
"WorldStorageMigrationReport","class","5","MiniRPG.Shared\Core\Map\WorldStore.cs","MiniRPG.Shared\Core\Map\WorldStore.cs","145","False"
"ZoneSnapshot","class","5","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","251","False"
"ActorControlBinding","class","6","MiniRPG.Shared\Core\Multiplayer\RoomModels.cs","MiniRPG.Shared\Core\Multiplayer\RoomModels.cs","65","False"
"ActorInspectPanelModule","class","6","Module\Panel\ActorInspectPanelModule.cs","Module\Panel\ActorInspectPanelModule.cs","8","False"
"ActorTemplates","class","6","MiniRPG.Shared\Core\Data\ActorTemplate.cs","MiniRPG.Shared\Core\Data\ActorTemplate.cs","8","False"
"AIVisionBatch","class","6","MiniRPG.Shared\Core\AI\AIVisionBatch.cs","MiniRPG.Shared\Core\AI\AIVisionBatch.cs","123","False"
"AIVisionMetrics","class","6","MiniRPG.Shared\Core\AI\AIVisionBatch.cs","MiniRPG.Shared\Core\AI\AIVisionBatch.cs","46","False"
"AppSettingsDto","class","6","MiniRPG.Shared\Core\Config\AppSettingsStore.cs","MiniRPG.Shared\Core\Config\AppSettingsStore.cs","337","False"
"AutoNavigationCoordinator","class","6","App\RuntimeUi\AutoNavigationCoordinator.cs","App\RuntimeUi\AutoNavigationCoordinator.cs","12","False"
